id,cname,party,party_name,party_id,eu_position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_intmark,eu_cohesion,eu_foreign,eu_turkey,eu_budgets,lrgen,lrecon,lrecon_salience,galtan,galtan_salience,spendvtax,deregulation,redistribution,econ_interven,civlib_laworder,sociallifestyle,religious_principle,immigrate_policy,multiculturalism,urban_rural,environment,regions,international_security,ethnic_minorities,nationalism,antielite_salience,corrupt_salience,first_most_important,second_most_important,third_most_important
1,den,4,SF,206,somewhat in favor,6,5,benefited,somewhat opposed,neutral,neutral,neutral,somewhat in favor,somewhat opposed,4,2,3,3,6,2,2,2,2,2,1,1,2,2,4,2,4,8,,3,5,7,,,
6,den,4,SF,206,somewhat in favor,5,4,benefited,in favor,somewhat in favor,,somewhat opposed,,somewhat opposed,3,2,7,3,5,2,,1,2,3,strongly supports liberal policies,strongly opposes religious principles in politics,3,2,3,2,6,4,,1,1,not important at all,,,
2,den,4,SF,206,somewhat in favor,6,6,neither benefit/lost,in favor,somewhat in favor,somewhat opposed,neutral,neutral,somewhat opposed,3,2,9,6,7,2,2,2,1,4,2,2,2,4,5,1,3,5,2,4,2,6,redistribution,public services vs taxes,
8,den,4,SF,206,somewhat opposed,2,6,neither benefit/lost,,,,,,somewhat opposed,4,4,6,center,2,3,2,3,3,3,4,3,4,4,5,2,,4,4,5,1,1,public services vs taxes,redistribution,state intervention
10,den,4,SF,206,somewhat opposed,2,7,neither benefit/lost,in favor,somewhat opposed,,opposed,in favor,opposed,2,2,3,2,6,1,1,2,fully in favour state intervention in economy,4,1,1,1,2,1,1,4,7,5,3,7,7,public services vs taxes,multiculturalism,redistribution
7,den,4,SF,206,somewhat in favor,6,6,benefited,,,,,,,4,2,,3,,2,,,2,3,strongly supports liberal policies,2,4,5,,,,,4,5,3,not important at all,,,
3,den,5,V,211,in favor,7,2,benefited,strongly in favor,strongly in favor,,strongly in favor,,in favor,7,8,8,center,5,8,8,8,5,,1,5,8,7,8,7,,1,6,7,3,2,public services vs taxes,urban vs rural,international security
8,den,5,V,211,somewhat in favor,7,4,neither benefit/lost,,,,,,somewhat in favor,7,7,8,4,2,8,8,7,7,8,4,5,8,8,7,7,,3,7,5,1,1,public services vs taxes,redistribution,state intervention
11,den,5,V,211,strongly in favor,5,party was completely united,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,den,5,V,211,in favor,5,2,benefited,in favor,strongly in favor,,strongly in favor,somewhat opposed,somewhat in favor,6,7,9,center,7,8,,5,6,6,2,1,8,5,8,5,4,strongly supports troop deployment,,3,3,not important at all,,,
4,den,5,V,211,in favor,2,4,benefited,,in favor,neutral,somewhat in favor,neutral,somewhat in favor,7,8,8,4,1,7,7,7,6,6,5,,7,7,6,8,4,4,7,7,1,not important at all,public services vs taxes,deregulation,nationalism
10,den,5,V,211,somewhat in favor,4,3,benefited,in favor,in favor,,in favor,somewhat opposed,neutral,7,8,7,center,6,7,8,8,4,6,5,3,5,5,8,7,1,1,5,7,2,7,public services vs taxes,deregulation,immigration
9,den,5,V,211,in favor,3,3,benefited,somewhat in favor,in favor,strongly in favor,somewhat in favor,somewhat opposed,somewhat in favor,6,6,7,center,7,6,7,6,7,5,4,4,7,6,8,7,4,2,7,7,6,1,public services vs taxes,redistribution,multiculturalism
1,den,5,V,211,in favor,5,4,benefited,neutral,in favor,somewhat in favor,in favor,somewhat opposed,somewhat in favor,8,8,8,9,5,8,7,8,8,8,5,4,fully supports restrictive immigration policy,strongly favours assimilation,5,9,5,1,,8,3,4,,,
2,den,5,V,211,somewhat in favor,7,6,benefited,somewhat opposed,in favor,somewhat in favor,somewhat in favor,somewhat opposed,neutral,7,8,great importance,4,6,7,7,7,6,7,2,2,7,5,7,8,4,1,6,4,not important at all,6,public services vs taxes,,
5,den,5,V,211,in favor,6,3,benefited,somewhat in favor,in favor,in favor,in favor,neutral,neutral,7,6,7,7,7,6,6,,7,8,4,3,7,8,8,7,2,2,7,7,4,not important at all,public services vs taxes,immigration,state intervention
7,den,5,V,211,in favor,5,,benefited,,,,in favor,,,8,7,,9,,9,,,8,9,4,2,fully supports restrictive immigration policy,strongly favours assimilation,,,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,5,not important at all,immigration,,
2,den,6,EL,213,somewhat opposed,7,2,neither benefit/lost,in favor,opposed,opposed,opposed,somewhat opposed,opposed,1,1,9,4,7,1,1,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,1,1,4,3,4,strongly supports environ. protections,2,7,strongly supports more rights for ethnic minorities,3,6,7,redistribution,public services vs taxes,
10,den,6,EL,213,opposed,8,1,not benefited,strongly in favor,strongly opposed,,strongly opposed,in favor,strongly opposed,1,1,2,1,8,fully in favour of raising taxes for services,1,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly promotes civil liberties,1,strongly opposes religious principles in politics,fully opposed to restrictive immigration policy,strongly favours multiculturalism,1,strongly supports environ. protections,9,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,2,8,extremely important,public services vs taxes,social lifestyle,redistribution
7,den,6,EL,213,strongly opposed,8,party was completely united,not benefited,,opposed,,opposed,,,1,extreme left,,3,,fully in favour of raising taxes for services,,,fully in favour state intervention in economy,strongly promotes civil liberties,strongly supports liberal policies,2,1,strongly favours multiculturalism,,,,,1,3,8,3,,,
4,den,6,EL,213,opposed,4,3,not benefited,opposed,opposed,somewhat opposed,opposed,neutral,opposed,2,2,6,3,2,2,2,2,1,2,3,,2,2,5,2,4,7,2,2,1,not important at all,public services vs taxes,state intervention,EU integration
11,den,6,EL,213,strongly opposed,7,party was completely united,not benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,den,6,EL,213,strongly opposed,7,2,not benefited,strongly opposed,strongly opposed,opposed,strongly opposed,,strongly opposed,1,extreme left,8,1,4,fully in favour of raising taxes for services,strongly opposes deregulation,,fully in favour state intervention in economy,1,1,strongly opposes religious principles in politics,1,2,1,1,7,9,2,2,8,2,redistribution,state intervention,enviornment
8,den,6,EL,213,strongly opposed,3,2,not benefited,,,,,,somewhat opposed,1,3,7,4,2,1,1,1,3,3,3,3,4,4,5,1,,4,4,5,5,1,public services vs taxes,redistribution,state intervention
1,den,6,EL,213,somewhat opposed,7,2,benefited,opposed,neutral,somewhat in favor,somewhat opposed,somewhat in favor,strongly opposed,2,1,3,libertarian/postmaterialist,8,1,1,fully in favour of redistribution of wealth,1,1,strongly supports liberal policies,strongly opposes religious principles in politics,1,1,4,1,4,9,,2,8,8,,,
6,den,6,EL,213,opposed,6,1,not benefited,neutral,somewhat opposed,,strongly opposed,somewhat in favor,strongly opposed,2,1,7,2,6,fully in favour of raising taxes for services,,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,strongly supports liberal policies,strongly opposes religious principles in politics,1,2,1,strongly supports environ. protections,5,8,,5,2,not important at all,,,
9,den,6,EL,213,opposed,4,1,not benefited,opposed,opposed,somewhat opposed,opposed,opposed,strongly opposed,1,1,8,2,7,1,2,1,1,3,1,strongly opposes religious principles in politics,2,1,3,2,7,7,2,2,7,1,redistribution,multiculturalism,public services vs taxes
3,den,6,EL,213,opposed,8,6,not benefited,somewhat in favor,opposed,,opposed,,opposed,extreme left,extreme left,8,1,8,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,,strongly supports liberal policies,strongly opposes religious principles in politics,fully opposed to restrictive immigration policy,strongly favours multiculturalism,2,strongly supports environ. protections,,9,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,6,2,redistribution,multiculturalism,enviornment
4,den,7,DF,215,opposed,5,3,not benefited,opposed,opposed,somewhat opposed,opposed,strongly opposed,opposed,8,8,4,8,2,6,7,6,7,8,8,,8,8,6,8,6,4,8,8,3,not important at all,immigration,EU integration,ethnic minorities
6,den,7,DF,215,somewhat opposed,7,2,not benefited,neutral,in favor,,opposed,strongly opposed,strongly opposed,7,3,5,8,9,3,,2,3,8,7,3,fully supports restrictive immigration policy,strongly favours assimilation,7,6,4,1,,strongly promotes nationalist concepts for society,7,not important at all,,,
2,den,7,DF,215,opposed,9,1,not benefited,somewhat in favor,opposed,strongly opposed,opposed,strongly opposed,strongly opposed,4,4,9,8,great importance,1,2,1,2,7,2,5,fully supports restrictive immigration policy,strongly favours assimilation,6,3,4,1,strongly supports more rights for ethnic minorities,,6,,immigration,multiculturalism,public services vs taxes
7,den,7,DF,215,opposed,8,party was completely united,not benefited,,strongly opposed,,strongly opposed,strongly opposed,,9,4,,8,,5,,,5,strongly supports law and order,4,2,fully supports restrictive immigration policy,strongly favours assimilation,,,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,not important at all,immigration,EU integration,
5,den,7,DF,215,opposed,8,party was completely united,not benefited,opposed,somewhat in favor,somewhat opposed,opposed,strongly opposed,strongly opposed,8,center,3,9,9,5,5,,7,9,6,5,9,9,8,8,5,3,9,9,7,1,immigration,ethnic minorities,public services vs taxes
11,den,7,DF,215,strongly opposed,8,party was completely united,not benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,den,7,DF,215,opposed,6,1,not benefited,opposed,somewhat opposed,neutral,opposed,strongly opposed,strongly opposed,6,3,6,8,8,4,4,3,4,8,8,7,fully supports restrictive immigration policy,8,6,3,8,6,8,8,8,1,redistribution,nationalism,multiculturalism
3,den,7,DF,215,opposed,8,1,not benefited,opposed,somewhat in favor,,opposed,,opposed,extreme right,center,3,traditional/authoritarian,8,7,6,6,4,,6,7,fully supports restrictive immigration policy,strongly favours assimilation,5,strongly supports economic growth,,3,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,9,5,immigration,EU integration,nationalism
10,den,7,DF,215,opposed,6,1,not benefited,strongly in favor,somewhat opposed,,somewhat opposed,strongly opposed,opposed,8,center,5,9,8,4,4,5,4,9,8,3,fully supports restrictive immigration policy,strongly favours assimilation,8,8,4,7,strongly opposes more rights for ethnic minorities,8,9,extremely important,immigration,public services vs taxes,multiculturalism
8,den,7,DF,215,strongly opposed,7,2,not benefited,,,,,opposed,opposed,4,4,6,6,3,3,5,4,4,9,7,5,fully supports restrictive immigration policy,strongly favours assimilation,6,6,,4,9,9,5,1,public services vs taxes,immigration,ethnic minorities
1,den,7,DF,215,opposed,8,1,benefited,opposed,in favor,somewhat opposed,strongly opposed,strongly opposed,opposed,center,4,3,traditional/authoritarian,8,2,3,2,6,9,6,6,fully supports restrictive immigration policy,strongly favours assimilation,7,strongly supports economic growth,4,5,,strongly promotes nationalist concepts for society,5,4,,,
6,den,8,FolkB,217,strongly opposed,great importance,1,not benefited,neutral,neutral,,strongly opposed,,strongly opposed,2,,2,7,great importance,,,,,,,,,,,,,,,8,7,not important at all,,,
4,den,8,FolkB,217,strongly opposed,great importance,party was completely united,not benefited,opposed,opposed,somewhat opposed,opposed,neutral,opposed,,,,,great importance,,,,,,,,,,,,,,,,,not important at all,EU integration,,
2,den,8,FolkB,217,strongly opposed,great importance,party was completely united,not benefited,strongly in favor,opposed,strongly opposed,strongly opposed,somewhat opposed,strongly opposed,,,,,,,3,2,1,,,,,,,,,,1,7,8,6,EU integration,,
5,den,8,FolkB,217,strongly opposed,great importance,party was completely united,not benefited,strongly opposed,strongly opposed,strongly opposed,strongly opposed,,strongly opposed,1,extreme left,2,1,3,fully in favour of raising taxes for services,strongly opposes deregulation,,fully in favour state intervention in economy,1,1,,1,2,,1,,9,2,8,9,2,EU integration,international security,
1,den,8,FolkB,217,strongly opposed,great importance,party was completely united,neither benefit/lost,neutral,somewhat opposed,somewhat opposed,strongly opposed,somewhat opposed,,4,2,2,2,6,3,3,2,2,2,1,1,2,2,5,2,4,strongly opposes troop deployment,,7,8,5,,,
8,den,8,FolkB,217,strongly opposed,8,,not benefited,,,,,opposed,opposed,,,great importance,,great importance,9,,,,,,,,,,,,,,,,,,,
3,den,8,FolkB,217,strongly opposed,9,party was completely united,not benefited,strongly opposed,strongly opposed,,strongly opposed,,strongly opposed,2,2,1,1,6,2,3,,2,,2,,,,,,,9,,8,8,4,EU integration,anti-elite rhetoric,nationalism
7,den,8,FolkB,217,strongly opposed,great importance,party was completely united,not benefited,,,,strongly opposed,,,,,,,,,,,,,,2,,,,,,,,,,not important at all,EU integration,,
9,den,8,FolkB,217,strongly opposed,great importance,1,not benefited,opposed,strongly opposed,opposed,opposed,strongly opposed,strongly opposed,1,,6,,great importance,,,,,,,,,,,,,,,,8,1,EU integration,enviornment,
10,den,8,FolkB,217,opposed,great importance,party was completely united,not benefited,strongly in favor,strongly opposed,,strongly opposed,in favor,strongly opposed,2,,great importance,,great importance,,,,,,,,,,,,,,,8,8,,,,
11,den,8,FolkB,217,strongly opposed,great importance,party was completely united,not benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,den,9,LA,218,somewhat opposed,6,,not benefited,,somewhat opposed,,,,,8,extreme right,,,,fully in favour of cutting services,strongly supports deregulation,,fully opposed to state intervention in economy,,strongly supports liberal policies,2,8,9,,,,,9,9,,not important at all,deregulation,,
10,den,9,LA,218,somewhat in favor,6,3,benefited,in favor,strongly in favor,,neutral,neutral,neutral,6,9,9,1,8,9,9,9,7,2,1,strongly opposes religious principles in politics,2,5,1,9,4,5,5,2,not important at all,5,deregulation,public services vs taxes,state intervention
4,den,9,LA,218,somewhat opposed,2,3,not benefited,,somewhat in favor,somewhat opposed,opposed,neutral,opposed,7,9,7,3,2,9,8,8,8,7,5,,6,7,5,7,4,,7,8,1,not important at all,deregulation,public services vs taxes,state intervention
3,den,9,LA,218,in favor,6,2,benefited,in favor,strongly in favor,,somewhat in favor,,somewhat in favor,8,8,8,2,7,fully in favour of cutting services,strongly supports deregulation,8,8,,1,1,4,5,2,,,,4,4,5,2,deregulation,state intervention,civil liberties
8,den,9,LA,218,,2,,,,,,,,,9,9,9,2,3,,9,7,9,5,3,5,4,4,4,7,,3,5,3,1,1,public services vs taxes,redistribution,state intervention
6,den,9,LA,218,somewhat opposed,6,2,neither benefit/lost,somewhat in favor,strongly in favor,,,,opposed,8,9,great importance,1,7,fully in favour of cutting services,,7,8,,strongly supports liberal policies,strongly opposes religious principles in politics,2,,,6,,,,,,not important at all,,,
9,den,9,LA,218,opposed,5,2,neither benefit/lost,opposed,strongly in favor,opposed,opposed,strongly opposed,opposed,9,9,8,1,7,9,9,9,9,2,1,1,2,strongly favours multiculturalism,1,8,3,8,3,2,6,1,public services vs taxes,redistribution,deregulation
5,den,9,LA,218,somewhat opposed,2,,neither benefit/lost,somewhat opposed,in favor,neutral,neutral,somewhat opposed,,7,9,great importance,4,2,8,strongly supports deregulation,,9,6,2,1,5,6,4,9,2,5,5,4,6,not important at all,public services vs taxes,state intervention,redistribution
1,den,9,LA,218,neutral,5,,,neutral,,neutral,neutral,somewhat opposed,,9,extreme right,5,7,5,fully in favour of cutting services,9,9,9,7,1,1,7,5,3,7,4,4,,8,4,5,,,
11,den,9,LA,218,somewhat opposed,3,party was completely united,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,den,9,LA,218,in favor,4,1,benefited,somewhat opposed,strongly in favor,somewhat in favor,somewhat in favor,in favor,somewhat in favor,8,9,9,2,7,9,8,9,9,7,1,strongly opposes religious principles in politics,1,3,1,9,1,1,3,1,2,7,public services vs taxes,,
9,ger,1,CDU,301,in favor,7,1,benefited,in favor,in favor,somewhat in favor,in favor,opposed,somewhat opposed,7,7,8,7,6,7,8,7,7,7,6,8,7,8,7,7,6,4,7,7,not important at all,5,redistribution,EU integration,state intervention
10,ger,1,CDU,301,in favor,7,1,benefited,somewhat opposed,strongly in favor,somewhat in favor,in favor,opposed,opposed,6,7,7,6,5,6,7,6,6,6,6,6,6,5,7,7,4,4,6,6,3,6,,,
8,ger,1,CDU,301,in favor,6,4,benefited,somewhat opposed,in favor,in favor,somewhat in favor,opposed,strongly in favor,7,6,8,6,6,6,6,8,,,,,7,,6,8,,3,,,not important at all,3,,,
2,ger,1,CDU,301,in favor,6,6,benefited,somewhat in favor,strongly in favor,somewhat in favor,somewhat in favor,somewhat opposed,somewhat opposed,6,4,7,6,6,7,6,6,4,8,5,7,7,7,,6,7,3,6,6,3,3,international security,deregulation,EU integration
1,ger,1,CDU,301,strongly in favor,9,2,benefited,in favor,strongly in favor,in favor,strongly in favor,somewhat opposed,in favor,6,7,great importance,center,6,3,5,6,5,5,3,7,5,6,6,6,4,3,3,4,1,1,EU integration,public services vs taxes,redistribution
3,ger,1,CDU,301,somewhat in favor,2,6,benefited,,,,,,,center,center,8,center,2,,,,,,,,,,,,,,,,not important at all,,,,
12,ger,1,CDU,301,in favor,6,4,benefited,,,,,somewhat opposed,strongly in favor,6,6,9,7,3,6,6,,6,7,7,6,7,8,5,5,,8,7,7,not important at all,not important at all,international security,EU integration,public services vs taxes
11,ger,1,CDU,301,strongly in favor,9,4,benefited,in favor,strongly in favor,,strongly in favor,somewhat opposed,in favor,center,4,great importance,8,,5,5,5,4,7,5,4,5,8,,2,2,3,4,2,not important at all,,EU integration,international security,public services vs taxes
4,ger,1,CDU,301,strongly in favor,9,2,benefited,somewhat in favor,in favor,in favor,strongly in favor,somewhat in favor,in favor,center,,6,center,7,5,3,4,4,5,3,6,4,3,6,4,,5,5,3,,,EU integration,international security,enviornment
13,ger,1,CDU,301,in favor,2,5,neither benefit/lost,somewhat in favor,in favor,somewhat in favor,somewhat in favor,opposed,opposed,7,7,8,6,5,,,,,,,,,,,,,,,,,,,,
7,ger,1,CDU,301,strongly in favor,great importance,1,benefited,in favor,in favor,in favor,strongly in favor,somewhat opposed,in favor,6,6,9,6,7,6,5,4,4,7,7,7,6,6,6,5,5,4,6,6,not important at all,1,public services vs taxes,EU integration,immigration
6,ger,1,CDU,301,strongly in favor,great importance,1,benefited,in favor,strongly in favor,,strongly in favor,opposed,,6,7,great importance,6,7,6,,7,8,6,5,6,6,9,6,5,,4,7,6,,,public services vs taxes,international security,EU integration
5,ger,1,CDU,301,strongly in favor,7,1,benefited,neutral,strongly in favor,somewhat in favor,somewhat opposed,,in favor,center,center,great importance,center,3,6,6,6,5,6,5,5,3,5,5,4,7,4,5,strongly promotes cosmopolitan concepts of society,1,5,public services vs taxes,international security,social lifestyle
10,ger,2,SPD,302,in favor,7,1,benefited,somewhat opposed,somewhat in favor,neutral,in favor,somewhat in favor,somewhat opposed,4,center,6,4,4,4,4,3,3,4,4,4,3,3,5,4,6,6,3,4,3,5,,,
